Facility Name,Physical Address,City,Latitude,Longitude,Geocode_Status
Health Direct Pharmacy Chitubu,855 Chitubu Glen Norah A,Harare,-17.8567035,31.0601584,Exact / Approximate
Health Expo Consultants,604th Street,Mutare,-18.974656,32.670473,Exact / Approximate
Health First Family Clinic,4 Carlisle Drive,Harare,-17.7903347,31.0520428,Exact / Approximate
Health First Medical Centre,Stand Number 3077ATurf Village,Ngezi,-18.719279,30.2610669,Exact / Approximate
Health First Medical Surgery - Ngezi,Stand No. 5492Turf,Mhondoro Ngezi,-18.7412115,30.6097172,Exact / Approximate
Health First Surgery 3,Stand 90Turf Township,Ngezi,-18.719279,30.2610669,Exact / Approximate
Health Gate Mutare Pharmacy,60 A Second Street,Mutare,-18.9686317,32.6720874,Exact / Approximate
Health Gate Pharmacy,"47C, Olympia House, Elm Street",Marondera,-18.190098,31.545542,Exact / Approximate
Health Gorge Pharmacy,3485 Nyamhunga,Kariba,-16.5168794,28.8432444,Exact / Approximate
Health Guard Pharmacy,1376 Mazowe,Mazowe,-17.7317635,31.020288,Exact / Approximate
Health Haven Pharmacy,36-4th Street CAT Stanley House Medical Centre,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Health Haven Pharmacy-Kwekwe,Shop 1Rockodox Complex7614,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Health Haven Surgery,7 Warwick Street,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Health Haven Surgery,Shop 6 Day and Night Complex,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Health Hub Pharmacy,4757Glen View 3 Shopping CentreGlen View,Harare,-17.8567035,31.0601584,Exact / Approximate
Health Imaging Innovators T/A Azanza,60 Baines AvenueMedical Chambers,Harare,-17.8567035,31.0601584,Exact / Approximate
Health Link Pharmacy,3101 Chigovanyika ShopsSt Mary's,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Health Link Pharmacy-Dema,1551Dema Growth Point,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Health Paradise Pharmacy,Shop 6PTA House19 Kwame Nkrumah Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Health Paradise Pharmacy-Mabvuku,"Shop 6, 19341 Mabvuku",Harare,-17.8567035,31.0601584,Exact / Approximate
Health Partner Pharmacy,241366 Julius Nyerere Way,Harare,-17.8361156,31.0466348,Exact / Approximate
Health Pinacle Clinic,10132 Glen Norah A ExtensionGlen Norah,Harare,-17.8567035,31.0601584,Exact / Approximate
Health Plan Pharmacy-Zinyengere,2028 ZinyengereEpworth,Harare,-17.8567035,31.0601584,Exact / Approximate
Health Plan Surgery,2028 ZinyengereEpworth,Harare,-17.8567035,31.0601584,Exact / Approximate
Health Plan Surgery,3003 Domboramwari Epworth,Harare,-17.918137,31.144777,Exact / Approximate
Health Plan Surgery- Shamva,Stand Number 48 Chakonda Business Centre,Shamva,-17.1763039,31.6313775,Exact / Approximate
Health Plus Greencroft,113Lomagundi RoadGreencroft,Harare,-17.8567035,31.0601584,Exact / Approximate
Health Plus Pharmacy Belvedere,Stand Number 6649 Cnr Princess / Burton Road Belvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
Health Point Surgical Suites,11 Lanark Road Belgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
Health Point Surgical Suites - Dr Dzowa,11 Lanark RoadBelgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
Health Print Pharmacy,12 Seignery Road,Chegutu,-18.1867654,30.39756,Exact / Approximate
Health Sphere Pharmacy,124 Domborembudzi,Murewa,-17.646074,31.777541,Exact / Approximate
HealthBrook Pharmacy,956/4Mbizo,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Healthbrook Pharmacy Gweru,4181 Ascot,Gweru,-19.4616316,29.8205953,Exact / Approximate
Healthcare Clinic-Dr Gonah Citimed,14565Hadzinhanga Road Zengeza 4,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Healthcare Link,Suite 13Shalom ComplexMainstreet,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Healthcare Pharmacy - Gwanda,Shop No. 10 NSSA COMPLEX,Gwanda,-20.9414292,29.0036855,Exact / Approximate
Healthcore Pharmacy,11703 Remembrance DriveMbare,Harare,-17.8567035,31.0601584,Exact / Approximate
Healthcourt Pharmacy,15011 Gallowway,Ruwa,-17.897155,31.237093,Exact / Approximate
Healthcure Pharmacy,Stand Number 19424 Unit H,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Healtheezz Pharmacy-Fife Street,"Stand 53, Shop 3MFZ Complex Fife Street4th Avenue",Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Healthkings Pharmacy,148 Kings Street,Gwanda,-20.9414292,29.0036855,Exact / Approximate
Healthlink Pharmacy,157 Chinhoyi Street,Harare,-17.8427673,31.0427276,Exact / Approximate
Healthlink Pharmacy,1781 Nyamhunga Township,Kariba,-16.527274,28.7755479,Exact / Approximate
Healthlink Pharmacy - R Mugabe,28 Robert Mugabe Way,Harare,-17.8105318,30.9279437,Exact / Approximate
Healthmart Pharmacy - Willgreen Investment,42/44 2nd Street,Mutare,-18.9775393,32.666518,Exact / Approximate
Healthmate Pharmacy,Stand 8721 23RD Cresent Warren Park,Harare,-17.8567035,31.0601584,Exact / Approximate
HealthMode Avondale Pharmacy,60Bedford RoadAvondale,Harare,-17.8567035,31.0601584,Exact / Approximate
HealthMode Pharmacy,951Adylin Westgate Shop 2,Harare,-17.8567035,31.0601584,Exact / Approximate
Healthmode Pharmacy,9 Glenara AvenueHighlands,Harare,-17.8567035,31.0601584,Exact / Approximate
Healthmode Pharmacy,2 Harare Drive Msasa,Harare,-17.8467132,31.1312708,Exact / Approximate
Healthplan Pharmacy - Domboramwari,3003 DomboramwariEpworth,Harare,-17.8567035,31.0601584,Exact / Approximate
Healthplan Pharmacy- Shamva,48 Chakonda Business Centre,Shamva,-17.1763039,31.6313775,Exact / Approximate
Healthplan Surgery -Harare,5031OverspillEpworth,Harare,-17.8567035,31.0601584,Exact / Approximate
HealthPoint Diagnostics-UEMC,11Lanark RoadBelgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
Healthpoint Hospital,15 Lanark Road,Harare,-17.805781,31.0425449,Exact / Approximate
Healthpoint Hospital-Xray Unit,15 Lanark RoadBelgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
Healthpoint Medical Centre,"Shop 915 Borrowdale Village Walk, Borrowdale Road",Harare,-17.8567035,31.0601584,Exact / Approximate
Healthpoint Surgical Suites,11 Lanark Road Belgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
Healthpoint Upper East Medical Centre,2 Seagrave RoadMt Pleasant,Harare,-17.8567035,31.0601584,Exact / Approximate
Healthrite Pharmacy,92-93 Mubaira Growth Point,Mhondoro,-17.8018476,30.9250185,Exact / Approximate
Healthrite Pharmacy - Kadoma,31 Robert Mugabe Way,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Healthrite Pharmacy-Sanyati,Stand 1971ARDA CentreSanyati,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Healthscape Pvt Ltd,72a King George RoadAvondale,Harare,-17.8567035,31.0601584,Exact / Approximate
Healthspot Mobile Clinic,11 Lanark RoadBelgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
Healthtrack Medical Centre,13 Mold CrescentKensington,Harare,-17.8567035,31.0601584,Exact / Approximate
Healthwalk Physio Clinic,23 Clayton RoadMilton Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Healthwise Medical Surgery,"24 2nd Avenue, Btwn JMN Street and Jason Moyo Street",Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Healthy City Pharmacy,3556 2-6th AvenueMbare,Harare,-17.8567035,31.0601584,Exact / Approximate
Hear More Audiology,Shop 3Mallis CourtGlenroy Cresent Mall,Harare,-17.8567035,31.0601584,Exact / Approximate
Heent Institute Pvt / Ltd,5 Weale RoadMilton Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Helem Medical Centre,805B Robert Mugabe WayShop 18 Mike Auto Complex,Zvishavane,-20.3159097,30.0526888,Exact / Approximate
Helem Medical Centre X-ray Centre with Obstetrics and Gynaecology Ultrasound Services,805b Robert Mugabe WayShop 18 Mike Auto Complex,Zvishavane,-20.3159097,30.0526888,Exact / Approximate
Helensvale Medical Clinic,"4/25 Kugona Chete Building, 25 Coulder Close",Harare,-17.8567035,31.0601584,Exact / Approximate
Helensvale Medical Clinic - Ophthalmology,Suit 7 Grayhurst Building 102,Harare,-17.8567035,31.0601584,Exact / Approximate
Helensvale Medical Clinic - Ophthalmology,"Number 4 Helensvale Shops25 Coulder Close, Borrowadale",Harare,-17.8567035,31.0601584,Exact / Approximate
Helidrive ZIM National Air Ambulance Services,Sally Mugabe Central HospitalSoutherton,Harare,-17.8567035,31.0601584,Exact / Approximate
Helpstar CBD Clinic,88 Rezende Street Engineering House,Harare,-17.8567035,31.0601584,Exact / Approximate
Helpstar Medical Centre - Byo,6-8th Ave Btwn R Mugabe & J Tongogara St,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Helpstars Clinic- Ultrasound Unit,"1st Floor Engineering House, 88 Rezende Street",Harare,-17.8567035,31.0601584,Exact / Approximate
Helpstars Medical Clinic,6-8th AvenueRailmed BuildingBetween Robert Mugabe and J.Tongogara,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Helpstars Medical Clinic (Dental),6 8th Avenue,Bulawayo,-20.1548548,28.5833522,Exact / Approximate
Henderson Clinic,Henderson Research StationP.Bag 2004,Mazowe,-17.506992,30.972948,Exact / Approximate
Herbert Chitepo Medical Practice,23Herbert Chitepo AvenueBelvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
Herbert Chitepo Street Clinic,66Herbert Chitepo Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Herbert Chitepo Street Clinic-Dr C.F.Lubin,66Hebert Chitepo Street,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Hertzmun Surgery,6 Colling Street,Kadoma,-18.3374033,29.9135021,Exact / Approximate
High Care Laboratory,39 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
High hope Polyclinic,26024 Umvovo,Chegutu,-18.1165545,30.130094,Exact / Approximate
HighCare Medical Centre,"342 6th Street Engineering, 65 TH StreetHighfield",Harare,-17.8567035,31.0601584,Exact / Approximate
Highcare Medical Centre X-Ray Unit,"342, 65th Street EngineeringHighfield",Harare,-17.8567035,31.0601584,Exact / Approximate
Highfield Red Cross Clinic,7433Jababvu DriveOld Highfields,Harare,-17.8567035,31.0601584,Exact / Approximate
Highfields Medical & Dental Clinic,Stand 964 MachipisaHighfield,Harare,-17.8567035,31.0601584,Exact / Approximate
Highglen Physiotherapy Clinic,62Highglen Complex ShoppingHighglen,Harare,-17.8567035,31.0601584,Exact / Approximate
Highland Clinic,15 - 8th Avenue,Mutare,-18.974656,32.670473,Exact / Approximate
Highland Eye Clinic,Suite 19 Mutare Medical Centre123,Mutare,-18.974656,32.670473,Exact / Approximate
Highlands Dental Laboratory,140 Enterprise RoadHighlands,Harare,-17.8567035,31.0601584,Exact / Approximate
Highlands Green Dental Surgery,Shop 10 3 Cecil Road,Harare,-17.8567035,31.0601584,Exact / Approximate
Highlands Green Medical Surgery,Shop 103 Cecil RoadRhodesville,Harare,-17.8567035,31.0601584,Exact / Approximate
Highlands Halfway House,71Orange Grove DriveHighlands,Harare,-17.8567035,31.0601584,Exact / Approximate
Highlands Medical Centre,Stand 194 Phase 2Hauna Growth Point,Honde Valley,,,Failed
Highlands Primary Care,1 of 387Boundary Road Highlands,Harare,-17.8567035,31.0601584,Exact / Approximate
Highview Pharmacy,"730 81st Street, Old Canaan Highfield",Harare,-17.8567035,31.0601584,Exact / Approximate
Highview Private Clinic & Maternity Home,"739-730 81st Street, Old Canaan Highfields",Harare,-17.8567035,31.0601584,Exact / Approximate
Highview Pvt Clinic T/A Southlea Hospital,Stand 123Southlea Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Highway Pharmacy,169Queen Street,Chegutu,-18.1867654,30.39756,Exact / Approximate
Hikwa H.D - Surgery,1st FloorRegal Star House25,Harare,-17.8567035,31.0601584,Exact / Approximate
Hillside 24hr Pharmacy,41337Shop 2Corner Chiremba and Glenara Road,Harare,-17.8567035,31.0601584,Exact / Approximate
Hillside Pharmacy,No. 2 Ashurst Road Hillside,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Hillside Teachers College,21 Cecil AvenueHillside,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Hillside Teachers College Clinic,21Cecil AvenueHillside,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Hilltop Family Clinic,31 Lobengula Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Hilltop Pharmacy,44 Chipatara Road,Mutare,-18.974656,32.670473,Exact / Approximate
Hillview Pharmacy,44 Chipatara RoadSakubva,Mutare,-18.974656,32.670473,Exact / Approximate
Hilpaul Health Scan Clinic,8046 Nyamabobo CresentTafara,Harare,-17.8567035,31.0601584,Exact / Approximate
Hilpaul Health Scan Clinic,58 George Silundika Avenue,Harare,-17.8281386,31.0568721,Exact / Approximate
Hilpaul Health Scan Clinic- Mobile Ultrasound,58 George Silundika,Harare,-17.8281386,31.0568721,Exact / Approximate
Hiltons Pharmacy,"124 Robert Mugabe Road, Cnr Fourth Street and Robert Mugabe Way",Harare,-17.8567035,31.0601584,Exact / Approximate
Hiltons Pharmacy,217220 Speke Avenue,Harare,-17.8313725,31.0510307,Exact / Approximate
Hiltons Pharmacy,2198124 Leopold Takawira,Harare,-17.8277904,31.0452922,Exact / Approximate
Hiltons Pharmacy- Cameroon,"100 Cameron Street, Cnr Speke & Cameron",Harare,-17.8567035,31.0601584,Exact / Approximate
Hiltons Pharmacy-Chinhoyi,"Stand Number 5129, 144 Chinhoyi/ J. Moyo StreetShop 2",Harare,-17.8567035,31.0601584,Exact / Approximate
Hiltons Pharmacy-Highlands,Shop 2147 Enterprise RoadHighlands,Harare,-17.8567035,31.0601584,Exact / Approximate
Hippo Valley Estates Consulting Rooms,250 Tsetsebe Drive,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Hippo Valley Estates-Gozonya Clinic,Section 24Hippo Valley Estates,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
HIST Obstetrics & Gynaecology Clinic,"122 Josiah Tongogara, Between 12th & 13 Avenue",Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Hi-Tech Physiotherapy Clinic,1 Carriesbrooke RoadEastlea,Harare,-17.8567035,31.0601584,Exact / Approximate
Hlatywayo Lynette Dr,No. 26 BlakistonCorner Josiah Chinamano,Harare,-17.8567035,31.0601584,Exact / Approximate
HMMAS Ultrasound Scanning,9683Makomva Shopping Centre,Harare,-17.8567035,31.0601584,Exact / Approximate
HMMI Glenview 24HR Medical Centre,9683 Makomva Shopping CentreGlenview,Harare,-17.8567035,31.0601584,Exact / Approximate
HMMI Nelson Mandela Clinic,131Nelson Mandela Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
HMMI Pharmacies,133 Nelson Mandela Avenue,Harare,-17.8289446,31.0497324,Exact / Approximate
HMMI Pharmacies-Fortress,9653 Chipukutu Park,Ruwa,-17.897155,31.237093,Exact / Approximate
Hobhouse Pharmacy,4070 Hobhouse 2,Mutare,-18.974656,32.670473,Exact / Approximate
Holy Cross Mission Hospital,Holy Cross Mission HospitalBox 170,Mvuma,-19.281896,30.531038,Exact / Approximate
Homestead Surgery,502 Habane Township,Esigodini,-20.291794,28.939699,Exact / Approximate
Homeward Pharmaceuticals,14Luton STBelmont,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Honde Mission Clinic,Honde Mission ClinicP.Bag 1001Hauna,Nyanga,-17.9176328,32.7898145,Exact / Approximate
Honeydew Pharmacy,16 Greendale Avenue,Harare,-17.8191817,31.1124612,Exact / Approximate
Hope Clinic - Mhangura,Number 77th Avenue,Mhangura,-16.894452,30.162788,Exact / Approximate
Hope Hospital,11 Mbuya Nehanda Street,Rusape,-18.5334765,32.1256769,Exact / Approximate
Hope Medical Centre,2329 Lower Paradise Extension,Marondera,-18.190098,31.545542,Exact / Approximate
Hope Medical Centre,Stand Number 12800 Hunyani,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Hope Medical Centre - Xray Unit,Stand Number 2329 Lower Paradise Extension,Marondera,-18.190098,31.545542,Exact / Approximate
Hope Medical Centre Ultrasound Unit,2329 Lower Paradise Park,Marondera,-18.190098,31.545542,Exact / Approximate
Hope Pharmacy,17A BTKildas Building5th Avenue/Fort Street,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Hope Pharmacy-8th Avenue,148th AvenueFife St/G.Silundika,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Hope Wellness Psychological Services,4048 King George VI CentreGeorge Avenue Khumalo,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Hopedale Clinic,23 Smith Avenue Queens Park East,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Hopehill Radiology (Pvt) Ltd - Malborough,1751 Mutoko RdMalborough,Harare,-17.8567035,31.0601584,Exact / Approximate
Hopehill Radiology (Pvt) Ltd - X-Ray,39Lobengula RoadZimpost Building,Harare,-17.8567035,31.0601584,Exact / Approximate
Hopehill Radiology Centre,39 Lobengula RoadSoutherton,Harare,-17.8567035,31.0601584,Exact / Approximate
HopeHill Radiology PVT LTD -Ultrasound Unit,377Main Street,Chivhu,-19.0187032,30.8969497,Exact / Approximate
Hopehill Radiology- Ultrasound Unit,Stand 10378 Kuwadzana 2 Shopping CentreKuwadzana,Harare,-17.8567035,31.0601584,Exact / Approximate
Hopehill Radiology-Ultrasound and X-ray Unit,Stand Number 61232 Gwatidzo StreetMbare,Harare,-17.8567035,31.0601584,Exact / Approximate
Hopespring Pharmacy,8170Kuwadzana 4,Harare,-17.8567035,31.0601584,Exact / Approximate
Horizon Rehabilitation Services,23Clayson Road Milton Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Houghton Park Pharmacy,Shop No. 3Hougton Park ShopsWaterfalls,Harare,-17.8567035,31.0601584,Exact / Approximate
House of Dentistry Surgery - Chitungwiza,Stand 16086Unit GMakoni Shopping Centre,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Howard Mission Hospital,The Salvation ArmyHoward Hospital,Chiweshe,-17.8565984,30.9884438,Exact / Approximate
Howard Mission Hospital,"The Salvation Army, Howard Hospital",Chiweshe,-17.8565984,30.9884438,Exact / Approximate
HP Pharmacy,3 Tauro Tragus Centre,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
HSM Medical Centre,607 Tsvingwe Medium DensityPenhalonga,Mutasa,-18.5871211,32.682358,Exact / Approximate
Hudson & Partners Dental Practice,173 Fife Avenue,Harare,-17.8207561,31.0477721,Exact / Approximate
Hugh Brown Pharmacy,142Mbuya Nehanda Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Humacare Medical Laboratory,146 Longcheng Complex,Harare,-17.8567035,31.0601584,Exact / Approximate
Humacare Medical Laboratory,22 7th Street,Gweru,-19.4567182,29.81433,Exact / Approximate
Humacare Medical Laboratory-Gweru,227th Street,Gweru,-19.4616316,29.8205953,Exact / Approximate
Humacare Medical Laboratory-Gweru,22-7th Street,Gweru,-19.4567182,29.81433,Exact / Approximate
Humana People To People Industrial Clinic,No 4 Palmer RoadMilton Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Humphreys Pharmacy,"Shop 5Standa 464,Simon Mazorodze Road",Harare,-17.8567035,31.0601584,Exact / Approximate
Hunyani Paper and Packaging,Cnr Melbourne &Highfield RoadsSoutherton,Harare,-17.8567035,31.0601584,Exact / Approximate
Hursmnt Pharmaceuticals,Shop 2 Old Mutual Complex Highglen 457,Harare,-17.8567035,31.0601584,Exact / Approximate
Hurungwe Pharmacy,234Magunje Growth Point,Karoi,-16.8190442,29.6836936,Exact / Approximate
Hutano Life Group P/L,"Shop No. 3, 87 Chinhoyi StreetJayld Building",Harare,-17.8567035,31.0601584,Exact / Approximate
Hutano Medical Centre,"Kalmic House , Stand Number 22123Corner Main Street and Appleby",Bindura,-17.2989727,31.3299701,Exact / Approximate
Hutanokuvanhu Pharmacy,7046 St Joseph Chikanga,Mutare,-18.974656,32.670473,Exact / Approximate
Hwange Colliery Co. No 3 Clinic,No. 3 Clinic Makwika Village,Hwange,-18.8406624,26.7310154,Exact / Approximate
Hwange Colliery Co. No. 1,P.O Box 92No. 1 Clinic Lwelaulwu Village,Hwange,-18.8406624,26.7310154,Exact / Approximate
Hwange Colliery Co. No.1 North Clinic,No 1 North Clinic,Hwange,-18.8406624,26.7310154,Exact / Approximate
Hwange Colliery Hospital Eye Unit,1 Hospital Road,Hwange,-17.9422846,25.8241699,Exact / Approximate
Hwange Colliery No. 2 Clinic,No. 2 ClinicMadumabisa Village,Hwange,-18.8406624,26.7310154,Exact / Approximate
Hwange Colliery Number 5 Clinic,5 ClinicKusumbami Village,Hwange,-18.8406624,26.7310154,Exact / Approximate
Hwange Main Camp Clinic,Hwange National Park main Camp,Hwange,-18.6319839,27.0180662,Exact / Approximate
Hwange Medical Centre,685 Mukwa DriveChibondo,Hwange,-18.8406624,26.7310154,Exact / Approximate
Hwange Pharmacy,7029 Chibondo,Hwange,-18.33151,26.5153276,Exact / Approximate
Hwange RDC-Mwemba RHC,C/O Box 70,Hwange,-18.8406624,26.7310154,Exact / Approximate
Hwange Safari Lodge Clinic,Farm 39,Dete,-18.616589,26.86125,Exact / Approximate
Hwesaland Medical Centre,172 RuwangweGrowth Point,Nyanga,-17.9176328,32.7898145,Exact / Approximate
Hybrid 24Hr Clinic,9038 Southlands Park,Harare,-17.8567035,31.0601584,Exact / Approximate
I.T Maponga Medical Centre,15193 Millenium Park,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Icon Health Care Private Limited,Shop 1 Dauth Building 146 J. Tongogara,Masvingo,-20.7453957,31.334138,Exact / Approximate
Ideal Medical and Eye Clinic,Stand No. 18805Damafalls,Ruwa,-17.897155,31.237093,Exact / Approximate
Ideal Pharmacy-Damofalls,18805 Damofalls,Ruwa,-17.897155,31.237093,Exact / Approximate
Idteach Diagnostic Lab-Collection Point,2855Dulivhadzimu Township,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Idtech Diagnostic Laboratories,8766 Gymkana GroundsMidlands Private Hospital,Gweru,-19.4616316,29.8205953,Exact / Approximate
Idtech Diagnostic Laboratories - Kwekwe,Suite 2 1st Floor ZB/Intermarket Building,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Idtech Diagnostic Laboratories - Plumtree,Stand Number 322CBD,Plumtree,-20.4880677,27.805601,Exact / Approximate
IDTECH Diagnostic Laboratory - Masvingo,"Suite 2, 1st Floor ZB Intermarket Building",Masvingo,-20.7453957,31.334138,Exact / Approximate
IDTECH Diagnostics Laboratories,2855,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Ignatif Clinc,11569 Mkoba 14,Gweru,-19.4625991,29.7490481,Exact / Approximate
Igusi RHC,Nyamandlovu,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
iHealth Clinical Laboratories,123 Baines Ave Corner Fourth Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Ikor Care Clinic,Stand Number 1537146 Mbuya Nehanda Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Ikor Care Radiology,146 Mbuya Nehanda Street,Harare,-17.8363868,31.0423936,Exact / Approximate
Ikor Dental Clinic,"146 Mbuya Nehanda Street, Corner Nelson Mandela",Harare,-17.8567035,31.0601584,Exact / Approximate
Iluba Dental Clinic,117Bishop Gaul AvenueKensington,Harare,-17.8567035,31.0601584,Exact / Approximate
Imagegate Diagnostics,122 J. Tongogara StBtwn 12th and 13th Ave,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Imaging Dental Surgery - Dr Risto Mazalovski,23 Arundel Village Shopping Centre,Harare,-17.8567035,31.0601584,Exact / Approximate
Immuno - Genetics Laboratories,Railmed Building 8th Ave Btwn R.Mugabe &J.Tongogara,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Immuno- Genetics Laboratory,Stand 320 Central Road,Plumtree,-20.4880677,27.805601,Exact / Approximate
Immunocell Medeical Laboratory,Suite 6 Grayhurst Building 102,Harare,-17.8567035,31.0601584,Exact / Approximate
Immuno-Path Diagnostic Laboratory,56 George Silundika Avenue,Harare,-17.8281386,31.0568721,Exact / Approximate
Immunopath Diagnostics Laboratory Service,16 J Tongogara Avenue,Harare,-17.8169058,31.0439397,Exact / Approximate
Impact Ultrasound,336th Street,Gweru,-19.4616316,29.8205953,Exact / Approximate
Impali Clinic,17 Trojan Road,Shurugwi,-19.6551791,29.9422098,Exact / Approximate
Impali Health Centre,3915Globe and Phoenix RoadUNKI Housing Project,Shurugwi,-19.7542336,30.156915,Exact / Approximate
Impali Medical Laboratory,Number 74 8th Street,Gweru,-19.4616316,29.8205953,Exact / Approximate
Impali Medical Laboratory -Shurugwi,3916Impali Source,Shurugwi,-19.7542336,30.156915,Exact / Approximate
Impali Ngezi Medical Laboratory,639 Turf Village,Mhondoro,-17.8018476,30.9250185,Exact / Approximate
Impali Pharmacy - Bindura,806 Joyno Shops,Bindura,-17.2989727,31.3299701,Exact / Approximate
Imperial Medical Centre,4921 Dunnotor,Beatrice,-18.2580858,30.8544051,Exact / Approximate
Impilo Pharmacy-Harare,23Jason Moyo Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Infectious Disease Research Laboratory-Southerton,6 Hood RoadSoutherton,Harare,-17.8567035,31.0601584,Exact / Approximate
Infectious Diseases Research Laboratory,Internal Medicine Unit C-Floor P.O Box A178 Parirenyatwa Hospital,Harare,-17.8567035,31.0601584,Exact / Approximate
Infine Fettle Pharmacy,13279,Harare,-17.831773,31.045686,Exact / Approximate
Infine Fettle Pharmacy,13279Budiriro 5BBudiriro,Harare,-17.8567035,31.0601584,Exact / Approximate
Infine Fettle Pharmacy- Glen Norah C,11355 Glen Norah C,Harare,-17.9145476,30.9716097,Exact / Approximate
Infinity Pharmacy Concession,"2757 Commercial Area, Amandas",Concession,-17.3726721,30.9528236,Exact / Approximate
Ingagula Clinic,Ingagula Clinic,Hwange,-18.8406624,26.7310154,Exact / Approximate
Ingezi Balm of Hope,399Cherry Grove Park,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Ingezi Pharmacy,Shop 4Stand Number 852819Ngezi,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Ingutsheni Central Hospital,23rd AvenueBelmont,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Inner Health Clinical Psychological Clinic,146 Herbert Chitepo Avenue,Harare,-17.8228875,31.0425236,Exact / Approximate
Innova Pharmacy - Civic Centre,Shop 9 Civic CentreMalborough,Harare,-17.8567035,31.0601584,Exact / Approximate
Innovia Pharmacy,Liquenda House58 Nelson Mandela Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Innscor Health Centre-Kariba,135Lagoon Drive,Kariba,-16.527274,28.7755479,Exact / Approximate
Insight Mobile Imaging,24 8th Avenue,Bulawayo,-20.1548548,28.5833522,Exact / Approximate
Insiza RDC-Saphila RHC,Somthoba Village Ward 5,Filabusi,-20.535687,29.284797,Exact / Approximate
Inspire Dental Care,57 Central Ave,Harare,-17.8246847,31.0518212,Exact / Approximate
Instacare Medical Centre,Stand 2 23rd CresentWarren Park 1,Harare,-17.8567035,31.0601584,Exact / Approximate
Instacare Medical Centre,5783 Warren Park D Shopping Centre,Harare,-17.8567035,31.0601584,Exact / Approximate
Instacare Medical Centre-Ruwa,9657Chipukutu,Ruwa,-17.897155,31.237093,Exact / Approximate
Instacare Pharmacy,5783 Warren Park DWarren Park,Harare,-17.8567035,31.0601584,Exact / Approximate
